;show_date;Artist;Title;Album;Year
0;Dec 22. 2022;Violent Femmes;Mirror Mirror (I See A Damsel);New Times;2021
0;Dec 22. 2022;James and The Ultrasounds;Sleep Cheap;Bad To Be Here;2015
0;Dec 18. 2022;Okkervil River;Unless It's Kicks;The Stage Names;2007
0;Dec 18. 2022;Pixies;The Happening;The Happening;1990
0;Dec 18. 2022;Dinosaur Jr;Don’t Pretend You Didn’t Know;I Bet On Sky;2012
0;Dec 18. 2022;Graham Day And The Gaolers;Glad I’m Not Young;Triple Distilled;2008
0;Dec 18. 2022;Courtney Barnett;Scotty Says;The Double EP: A Sea of Split Peas;2013
0;Dec 18. 2022;Portugal. The Man;Evil Friends;Evil Friends;2013
0;Dec 18. 2022;Reigning Sound;Straight Shooter;The Coolest Songs In The World. Vol 1;2500
0;Dec 18. 2022;Built To Spill;Distopian Dream Girl;There's Nothing Wrong With Love;1994
0;Dec 18. 2022;Les Savy Fav;What Would Wolves Do?;Let's Stay Friends;2007
0;Dec 18. 2022;Dan Auerbach;I Want Some More;Keep It Hid;2021
0;Dec 18. 2022;Arcade Fire;Rococo;The Suburbs (Deluxe);2010
0;Dec 18. 2022;Beck;Derelict;Odelay;1996
0;Dec 18. 2022;Superchunk;Low F;I Hate Music;2013
0;Dec 18. 2022;Ty Segall;Sweets;Singles 2007-2010;2011
0;Dec 18. 2022;The Coathangers;Make It Right;Make It Right;2016
0;Dec 18. 2022;The Jon Spencer Blues Explosion;Cowboy;Orange;2010
0;Dec 18. 2022;Black Lips;Time;Arabia Mountain;2011
0;Dec 18. 2022;Real Estate;Talking Backwards;Talking Backwards;2014
0;Dec 18. 2022;Vampire Weekend;The Kids Don't Stand a Chance;The Kids Don't Stand a Chance;2008
0;Dec 18. 2022;The Strokes;What Ever Happened?;Room On Fire;2003
0;Dec 18. 2022;Hinds;Chili Town;Chili Town;2015
0;Dec 18. 2022;Car Seat Headrest;Not What I Needed;Not What I Needed;2016
0;Dec 18. 2022;Night Beats;Playing Dead;Sonic Bloom;2013
0;Dec 18. 2022;The Black Keys;Remember When (Side B);Remember When (Side B);2019
0;Dec 18. 2022;Eels;Bombs Away;Bombs Away;2013
0;Dec 18. 2022;Parquet Courts;Dust;Dust;2016
0;Dec 18. 2022;Shopping;Wind Up;Why Choose;2015
0;Dec 18. 2022;Violent Femmes;Mirror Mirror (I See A Damsel);New Times;2021
0;Dec 18. 2022;James and The Ultrasounds;Sleep Cheap;Bad To Be Here;2015
0;Dec 15. 2022;The Jesus and Mary Chain;Head On;21 Singles;2002
0;Dec 15. 2022;Eels;Last Stop: This Town;Meet The EELS: Essential EELS 1996-2006 Vol. 1;2008
0;Dec 15. 2022;The Shins;So Says I;So Says I;2008
0;Dec 15. 2022;Letters to Cleo;Here And Now;Aurora Gory Alice;2008
0;Dec 15. 2022;James and The Ultrasounds;Letters In A Box;Bad To Be Here;2015
0;Dec 15. 2022;Kevin Morby;This Is A Photograph;This Is A Photograph;2022
0;Dec 15. 2022;The Amps;Mom's Drunk;Mom's Drunk;1995
0;Dec 15. 2022;Pavement;Harness Your Hopes;Brighten the Corners (Nicene Creedence Ed.) (Deluxe Edition);2008
0;Dec 15. 2022;Beck;E-Pro;Guero;2010
0;Dec 15. 2022;Alvvays;Plimsoll Punks;Antisocialites;2017
0;Dec 15. 2022;alt-J;U&ME;U&ME;2021
0;Dec 15. 2022;Horsegirl;Anti-glory;Anti-glory;2022
0;Dec 15. 2022;Bass Drum of Death;Crawling After You;Bass Drum of Death;2013
0;Dec 15. 2022;Parquet Courts;Human Performance;Human Performance;2016
0;Dec 15. 2022;Shopping;Wild Child;The Official Body;2017
0;Dec 15. 2022;Adia Victoria;Dead Eyes;Beyond The Bloodhounds;2016
0;Dec 15. 2022;Beat Happening;Indian Summer;Look Around;2015
0;Dec 15. 2022;Belle and Sebastian;The Party Line;The Party Line;2014
0;Dec 15. 2022;Best Coast;Our Deal;Crazy For You;2012
0;Dec 15. 2022;Angry Angles;Things Are Moving;Things Are Moving;2016
0;Dec 15. 2022;Broncho;Taj Mahal;Just Enough Hip To Be Woman;2014
0;Dec 15. 2022;Car Seat Headrest;My Boy;My Boy;2018
0;Dec 15. 2022;The Decemberists;Easy Come. Easy Go;Easy Come. Easy Go;2015
0;Dec 15. 2022;Dinosaur Jr.;Tiny;Tiny;2016
0;Dec 15. 2022;Eddy Current Suppression Ring;Medieval Wall;All in Good Time;2019
0;Dec 15. 2022;Hinds;Finally Floating;I Don't Run;2018
0;Dec 15. 2022;Guided By Voices;Striped White Jets;Striped White Jets;1995
0;Dec 15. 2022;Interpol;Obstacle 1 (Remastered);Turn on the Bright Lights (Tenth Anniversary Edition);2012
0;Dec 15. 2022;The Jon Spencer Blues Explosion;Bellbottoms;Dirty Shirt Rock 'N' Roll: The First Ten Years;2014
0;Dec 15. 2022;La Luz;Call Me In the Day;Damp Face EP;2013
0;Dec 15. 2022;Neutral Milk Hotel;In the Aeroplane Over the Sea;In the Aeroplane Over the Sea;1998
0;Dec 15. 2022;The Olivia Tremor Control;Hideaway;Black Foliage: Animation Music;2004
0;Dec 15. 2022;Ezra Furman;Thermometer;Twelve Nudes;2019
0;Dec 15. 2022;Pixies;Gigantic;Gigantic;2004
0;Dec 15. 2022;The Jesus and Mary Chain;Head On;21 Singles;2002
0;Dec 11. 2022;Wet Leg;Wet Dream;Wet Dream;2021
0;Dec 11. 2022;Weezer;My Name Is Jonas;Blue/Green/Red;2014
0;Dec 11. 2022;The Cairo Gang;Be What You Are;Goes Missing;2015
0;Dec 11. 2022;Ween;Captain Fantasy;Live at Stubb's;2003
0;Dec 11. 2022;The War On Drugs;Red Eyes;Red Eyes;2013
0;Dec 11. 2022;The Walkmen;Heartbreaker;Heaven;2012
0;Dec 11. 2022;Violent Femmes;Gone Daddy Gone;Permanent Record: The Very Best Of The Violent Femmes;2014
0;Dec 11. 2022;Veruca Salt;Seether;90s Rock Gold;2009
0;Dec 11. 2022;Mitski;Cop Car;The Turning (Original Motion Picture Soundtrack);2020
0;Dec 11. 2022;Stef Chura;17th Amendment;27: The Most Perfect Album;2018
0;Dec 11. 2022;Supersuckers;Coattail Rider;Coattail Rider;2008
0;Dec 11. 2022;The Grifters;Parting Shot;Parting Shot;2008
0;Dec 11. 2022;The White Stripes;Party of Special Things to Do;Party of Special Things to Do;2015
0;Dec 11. 2022;Black Lips;Disconnection;Disconnection;2009
0;Dec 11. 2022;Vampire Weekend;Step;Step;2013
0;Dec 11. 2022;The Vaccines;Teenage Icon;Teenage Icon;2012
0;Dec 11. 2022;Uncle Tupelo;New Madrid;Uncle Tupelo 89/93: An Anthology;2002
0;Dec 11. 2022;David Cleveland (BMI) 100%;Just How I Feel;Acoustic Breeze;2002
0;Dec 11. 2022;Ultra Orange;Don't Kiss Me Goodbye;Ultra Orange & Emmanuelle (Digital Deluxe Edition);2007
0;Dec 11. 2022;alt-J;Left Hand Free;Left Hand Free;2014
0;Dec 11. 2022;The Amps;Tipp City;Tipp City;1995
0;Dec 11. 2022;Arcade Fire;Neighborhood #1 (Tunnels);Funeral;2017
0;Dec 11. 2022;Arctic Monkeys;Do I Wanna Know?;AM;2013
0;Dec 11. 2022;Band Of Horses;Ode to LRC;Cease to Begin;2007
0;Dec 11. 2022;Bass Drum of Death;White Fright;Bass Drum of Death;2013
0;Dec 11. 2022;Best Coast;The End;Crazy For You;2012
0;Dec 11. 2022;Blur;Song 2;Blur: The Best Of;2000
0;Dec 11. 2022;Blushh;I’m Over It;Thx 4 Asking;2018
0;Dec 11. 2022;Broken Bells;The High Road;Broken Bells;2010
0;Dec 11. 2022;Built to Spill;Strange;Ancient Melodies Of The Future;2001
0;Dec 11. 2022;Car Seat Headrest;Can't Cool Me Down;Can't Cool Me Down;2020
0;Dec 11. 2022;Courtney Barnett;Canned Tomatoes;The Double EP: A Sea of Split Peas;2013
0;Dec 11. 2022;Oregon Bike Trails;Cayucos;HairBrained (Original Motion Picture Soundtrack);2014
0;Dec 11. 2022;Astralasia;Realise Your Purpose;Astralogy;2014
0;Dec 11. 2022;Cold War Kids;Every Valley Is Not A Lake;Loyalty To Loyalty;2016
0;Dec 8. 2022 ;Robert Allen Parker;Copperhead Boogie;The River's Invitation;2021
0;Dec 8. 2022 ;Wet Leg;Wet Dream;Wet Dream;2021
0;Dec 8. 2022 ;Weezer;My Name Is Jonas;Blue/Green/Red;2014
0;Dec 8. 2022 ;The Cairo Gang;Be What You Are;Goes Missing;2015
0;Dec 8. 2022 ;Ween;Captain Fantasy;Live at Stubb's;2003
0;Dec 8. 2022 ;The War On Drugs;Red Eyes;Red Eyes;2013
0;Dec 8. 2022 ;The Walkmen;Heartbreaker;Heaven;2012
0;Dec 8. 2022 ;Veruca Salt;Seether;90s Rock Gold;2009
0;Dec 8. 2022 ;Mitski;Cop Car;The Turning (Original Motion Picture Soundtrack);2020
0;Dec 8. 2022 ;Stef Chura;17th Amendment;27: The Most Perfect Album;2018
0;Dec 8. 2022 ;Supersuckers;Coattail Rider;Coattail Rider;2008
0;Dec 8. 2022 ;The Grifters;Parting Shot;Parting Shot;2008
0;Dec 8. 2022 ;The White Stripes;Party of Special Things to Do;Party of Special Things to Do;2015
0;Dec 8. 2022 ;Vampire Weekend;Step;Step;2013
0;Dec 8. 2022 ;The Vaccines;Teenage Icon;Teenage Icon;2012
0;Dec 8. 2022 ;Uncle Tupelo;New Madrid;Uncle Tupelo 89/93: An Anthology;2002
0;Dec 8. 2022 ;Ultra Orange;Don't Kiss Me Goodbye;Ultra Orange & Emmanuelle (Digital Deluxe Edition);2007
0;Dec 8. 2022 ;alt-J;Left Hand Free;Left Hand Free;2014
0;Dec 8. 2022 ;Alex The Astronaut;I Think You’re Great;triple j’s Hottest 100. Vol. 28;2021
0;Dec 8. 2022 ;The Amps;Tipp City;Tipp City;1995
0;Dec 8. 2022 ;Arcade Fire;Neighborhood #1 (Tunnels);Funeral;2017
0;Dec 8. 2022 ;Arctic Monkeys;Do I Wanna Know?;AM;2013
0;Dec 8. 2022 ;Band Of Horses;Ode to LRC;Cease to Begin;2007
0;Dec 8. 2022 ;Bass Drum of Death;White Fright;Bass Drum of Death;2013
0;Dec 8. 2022 ;Best Coast;The End;Crazy For You;2012
0;Dec 8. 2022 ;Blushh;I’m Over It;Thx 4 Asking;2018
0;Dec 8. 2022 ;Broken Bells;The High Road;Broken Bells;2010
0;Dec 8. 2022 ;Built to Spill;Strange;Ancient Melodies Of The Future;2001
0;Dec 8. 2022 ;Car Seat Headrest;Can't Cool Me Down;Can't Cool Me Down;2020
0;Dec 8. 2022 ;Courtney Barnett;Canned Tomatoes;The Double EP: A Sea of Split Peas;2013
0;Dec 8. 2022 ;Oregon Bike Trails;Cayucos;HairBrained (Original Motion Picture Soundtrack);2014
0;Dec 8. 2022 ;Cold War Kids;Every Valley Is Not A Lake;Loyalty To Loyalty;2016
0;Dec 4. 2022 ;The Shins;Australia;Australia (CD);2007
0;Dec 4. 2022 ;Modest Mouse;Ocean Breathes Salty (Album Version);Good News For People Who Love Bad News;2004
0;Dec 4. 2022 ;The Dead Weather;So Far from Your Weapon;Horehound;2500
0;Dec 4. 2022 ;Sebadoh;Willing To Wait;Willing To Wait;2006
0;Dec 4. 2022 ;Tijuana Panthers;Advice;EP;2008
0;Dec 4. 2022 ;Ty Segall;Drug Mugger;Mr. Face;2015
0;Dec 4. 2022 ;Pixies;Debaser;Death To The Pixies;1997
0;Dec 4. 2022 ;The Jon Spencer Blues Explosion;Cowboy;Orange;2010
0;Dec 4. 2022 ;King Khan & the Shrines;Born to Die;Idle No More;2013
0;Dec 4. 2022 ;Black Lips;Cold Hands;Good Bad Not Evil;2007
0;Dec 4. 2022 ;Twerps;I Don't Mind;Range Anxiety;2015
0;Dec 4. 2022 ;PJ Harvey;Down By The Water;To Bring You My Love;1995
0;Dec 4. 2022 ;Limes;Merrilly;Tarantula! / Blue Blood;2011
0;Dec 4. 2022 ;Matthew Sweet;Sick of Myself;Platinum & Gold Collection;1995
0;Dec 4. 2022 ;Hinds;Bamboo;Demo;2014
0;Dec 4. 2022 ;Pavement;Elevate Me Later;Elevate Me Later;2004
0;Dec 4. 2022 ;The Black Keys;She Said. She Said;The Big Come Up;2008
0;Dec 4. 2022 ;Cherry Glazerr;Nurse Ratched;Nurse Ratched;2016
0;Dec 4. 2022 ;Blondie;One Way Or Another (2001 - Remaster);One Way Or Another;2013
0;Dec 4. 2022 ;Crocodiles;I Wanna Kill;Summer of Hate (Bonus Track Version);2014
0;Dec 4. 2022 ;Broken Bells;The Ghost Inside;Broken Bells;2010
0;Dec 4. 2022 ;Car Seat Headrest;Vincent;Vincent;2016
0;Dec 4. 2022 ;Broncho;Deena;Just Enough Hip To Be Woman;2014
0;Dec 4. 2022 ;Built To Spill;Sidewalk;Sidewalk;1999
0;Dec 4. 2022 ;Courtney Barnett;Nobody Really Cares If You Don't Go To The Party;Sometimes I Sit And Think. And Sometimes I Just Sit;2015
0;Dec 4. 2022 ;Radiohead;Man of War;Man of War;2017
0;Dec 4. 2022 ;The White Stripes;Rag and Bone;Rag and Bone;2020
0;Dec 4. 2022 ;Ne-Hi;Since I've Been Thinking;NE-HI;2014
0;Dec 4. 2022 ;Neutral Milk Hotel;You've Passed;On Avery Island;1996
0;Dec 4. 2022 ;Tacocat;The Internet;Lost Time;2016
0;Dec 4. 2022 ;Frankie Cosmos;On the Lips;On the Lips;2016
0;Dec 4. 2022 ;The Coathangers;Down Down;Nosebleed Weekend;2016
0;Dec 4. 2022 ;The Unicorns;I Was Born (A Unicorn);Who Will Cut Our Hair When We're Gone? (Remastered);2014
0;Dec 4. 2022 ;Astralasia;Realise Your Purpose;Astralogy;2014
0;Dec 1. 2022 ;The Shins;Australia;Australia (CD);2007
0;Dec 1. 2022 ;Modest Mouse;Ocean Breathes Salty (Album Version);Good News For People Who Love Bad News;2004
0;Dec 1. 2022 ;The Dead Weather;So Far from Your Weapon;So Far from Your Weapon;2009
0;Dec 1. 2022 ;Sebadoh;Willing To Wait;Willing To Wait;2006
0;Dec 1. 2022 ;Tijuana Panthers;Advice;EP;2008
0;Dec 1. 2022 ;Ty Segall;Drug Mugger;Mr. Face;2015
0;Dec 1. 2022 ;Pixies;Debaser;Death To The Pixies;1997
0;Dec 1. 2022 ;The Jon Spencer Blues Explosion;Cowboy;Orange;2010
0;Dec 1. 2022 ;King Khan & The Shrines;Born to Die;Idle No More;2013
0;Dec 1. 2022 ;Black Lips;Cold Hands;Good Bad Not Evil;2007
0;Dec 1. 2022 ;Twerps;I Don't Mind;Range Anxiety;2015
0;Dec 1. 2022 ;PJ Harvey;Down By The Water;To Bring You My Love;1995
0;Dec 1. 2022 ;Limes;Merrilly;Tarantula! / Blue Blood;2011
0;Dec 1. 2022 ;Matthew Sweet;Sick of Myself;Platinum & Gold Collection;1995
0;Dec 1. 2022 ;Hinds;Bamboo;Demo;2014
0;Dec 1. 2022 ;Pavement;Elevate Me Later;Elevate Me Later;2004
0;Dec 1. 2022 ;The Black Keys;She Said. She Said;The Big Come Up;2008
0;Dec 1. 2022 ;Cherry Glazerr;Nurse Ratched;Nurse Ratched;2016
0;Dec 1. 2022 ;Blondie;One Way Or Another (2001 - Remaster);One Way Or Another;2013
0;Dec 1. 2022 ;Crocodiles;I Wanna Kill;Summer of Hate (Bonus Track Version);2014
0;Dec 1. 2022 ;Broken Bells;The Ghost Inside;The Ghost Inside;2010
0;Dec 1. 2022 ;Car Seat Headrest;Vincent;Vincent;2016
0;Dec 1. 2022 ;BRONCHO;Deena;Just Enough Hip to Be Woman;2014
0;Dec 1. 2022 ;Built To Spill;Sidewalk;Sidewalk;1999
0;Dec 1. 2022 ;Courtney Barnett;Nobody Really Cares If You Don't Go To The Party;Sometimes I Sit And Think. And Sometimes I Just Sit;2015
0;Dec 1. 2022 ;Radiohead;Man of War;Man of War;2017
0;Dec 1. 2022 ;The White Stripes;Rag And Bone;Rag And Bone;2007
0;Dec 1. 2022 ;Ne-Hi;Since I've Been Thinking;NE-HI;2014
0;Dec 1. 2022 ;Neutral Milk Hotel;You've Passed;On Avery Island;1996
0;Dec 1. 2022 ;Tacocat;The Internet;Lost Time;2016
0;Dec 1. 2022 ;Frankie Cosmos;On the Lips;On the Lips;2016
0;Dec 1. 2022 ;The Unicorns;I Was Born (A Unicorn);Who Will Cut Our Hair When We're Gone? (Remastered);2014
0;Nov 27. 2022;CAKE;The Distance;Fashion Nugget;2001
0;Nov 27. 2022;R.E.M.;Supernatural Superserious;Accelerate (Standard Version);2008
0;Nov 27. 2022;Black Lips;Go out and Get It;Arabia Mountain;2011
0;Nov 27. 2022;Superchunk;Me & You & Jackie Mittoo;I Hate Music;2013
0;Nov 27. 2022;Built to Spill;Get A Life;Ultimate Alternative Wavers;1993
0;Nov 27. 2022;Yoko and the Oh No's;She Ain't Mine;Yoko and the Oh No's;2015
0;Nov 27. 2022;Wolf Parade;Modern World;Apologies To The Queen Mary;2005
0;Nov 27. 2022;Yo La Tengo;Big Day Coming;Big Day Coming;1993
0;Nov 27. 2022;Ty Segall;Shoot You Up;Freedom's Goblin;2018
0;Nov 27. 2022;Vampire Weekend;Run;Run;2010
0;Nov 27. 2022;Twin Peaks;Keep It Together;Down In Heaven;2016
0;Nov 27. 2022;Jay Reatard;Oh It's Such a Shame;Blood Visions;2009
0;Nov 27. 2022;Tapes ‘n Tapes;Insistor;The Loon;2006
0;Nov 27. 2022;Tame Impala;Solitude Is Bliss;Hits 2010;2019
0;Nov 27. 2022;Talking Heads;Sugar on My Tongue (2003 Remaster);Sugar on My Tongue (Remastered);2014
0;Nov 27. 2022;The White Stripes;I Can't Wait;I Can't Wait;2001
0;Nov 27. 2022;Supergrass;Alright;Lol;2009
0;Nov 27. 2022;Spookyland;Discipline;Beauty Already Beautiful;2016
0;Nov 27. 2022;Sonic Youth;Junkie's Promise;Washing Machine;1995
0;Nov 27. 2022;Sleater-Kinney;Bury Our Friends;Bury Our Friends;2015
0;Nov 27. 2022;Parquet Courts;Dust;Dust;2016
0;Nov 27. 2022;Chastity Belt;It's Obvious;I Used to Spend So Much Time Alone;2017
0;Nov 27. 2022;Jon Spencer Blues Explosion;The Midnight Creep;Plastic Fang;2002
